,Edition,Year,Points type,From,To,Points
437,rotterdam-2021,2021,Points given by the jury,norway,ukraine,3
438,rotterdam-2021,2021,Points given by the jury,norway,iceland,2
439,rotterdam-2021,2021,Points given by the jury,norway,greece,1
440,rotterdam-2021,2021,Points given by televoters,the-netherlands,france,12
441,rotterdam-2021,2021,Points given by televoters,the-netherlands, greece,10
442,rotterdam-2021,2021,Points given by televoters,the-netherlands,iceland,8
443,rotterdam-2021,2021,Points given by televoters,the-netherlands,switzerland,7
444,rotterdam-2021,2021,Points given by televoters,the-netherlands,portugal,6
445,rotterdam-2021,2021,Points given by televoters,the-netherlands,ukraine,5
446,rotterdam-2021,2021,Points given by televoters,the-netherlands,finland,4
447,rotterdam-2021,2021,Points given by televoters,the-netherlands,lithuania,3
448,rotterdam-2021,2021,Points given by televoters,the-netherlands,italy,2
449,rotterdam-2021,2021,Points given by televoters,the-netherlands,malta,1
450,rotterdam-2021,2021,Points given by the jury,the-netherlands,france,12
451,rotterdam-2021,2021,Points given by the jury,the-netherlands,iceland,10
452,rotterdam-2021,2021,Points given by the jury,the-netherlands,russia,8
453,rotterdam-2021,2021,Points given by the jury,the-netherlands,malta,7
454,rotterdam-2021,2021,Points given by the jury,the-netherlands,belgium,6
455,rotterdam-2021,2021,Points given by the jury,the-netherlands,switzerland,5
456,rotterdam-2021,2021,Points given by the jury,the-netherlands,israel,4
457,rotterdam-2021,2021,Points given by the jury,the-netherlands,ukraine,3
458,rotterdam-2021,2021,Points given by the jury,the-netherlands,azerbaijan,2
459,rotterdam-2021,2021,Points given by the jury,the-netherlands,albania,1
460,rotterdam-2021,2021,Points given by televoters,italy,ukraine,12
461,rotterdam-2021,2021,Points given by televoters,italy,albania,10
462,rotterdam-2021,2021,Points given by televoters,italy,finland,8
463,rotterdam-2021,2021,Points given by televoters,italy,russia,7
464,rotterdam-2021,2021,Points given by televoters,italy,iceland,6
465,rotterdam-2021,2021,Points given by televoters,italy,lithuania,5
466,rotterdam-2021,2021,Points given by televoters,italy,serbia,4
467,rotterdam-2021,2021,Points given by televoters,italy,san marino,3
468,rotterdam-2021,2021,Points given by televoters,italy,moldova,2
469,rotterdam-2021,2021,Points given by televoters,italy,france,1
470,rotterdam-2021,2021,Points given by the jury,italy,lithuania,12
471,rotterdam-2021,2021,Points given by the jury,italy,finland,10
472,rotterdam-2021,2021,Points given by the jury,italy,iceland,8
473,rotterdam-2021,2021,Points given by the jury,italy,malta,7
474,rotterdam-2021,2021,Points given by the jury,italy,portugal,6
475,rotterdam-2021,2021,Points given by the jury,italy,belgium,5
476,rotterdam-2021,2021,Points given by the jury,italy,israel,4
477,rotterdam-2021,2021,Points given by the jury,italy,france,3
478,rotterdam-2021,2021,Points given by the jury,italy,norway,2
479,rotterdam-2021,2021,Points given by the jury,italy,ukraine,1
480,rotterdam-2021,2021,Points given by televoters,sweden,finland,12
481,rotterdam-2021,2021,Points given by televoters,sweden,iceland,10
482,rotterdam-2021,2021,Points given by televoters,sweden,norway,8
483,rotterdam-2021,2021,Points given by televoters,sweden,lithuania,7
484,rotterdam-2021,2021,Points given by televoters,sweden,france,6
485,rotterdam-2021,2021,Points given by televoters,sweden,switzerland,5
486,rotterdam-2021,2021,Points given by televoters,sweden,ukraine,4
487,rotterdam-2021,2021,Points given by televoters,sweden,italy,3
488,rotterdam-2021,2021,Points given by televoters,sweden,malta,2
489,rotterdam-2021,2021,Points given by televoters,sweden,serbia,1
490,rotterdam-2021,2021,Points given by the jury,sweden,malta,12
491,rotterdam-2021,2021,Points given by the jury,sweden,italy,10
492,rotterdam-2021,2021,Points given by the jury,sweden,ukraine,8
493,rotterdam-2021,2021,Points given by the jury,sweden,iceland,7
494,rotterdam-2021,2021,Points given by the jury,sweden,france,6
495,rotterdam-2021,2021,Points given by the jury,sweden,switzerland,5
496,rotterdam-2021,2021,Points given by the jury,sweden,israel,4
497,rotterdam-2021,2021,Points given by the jury,sweden,russia,3
498,rotterdam-2021,2021,Points given by the jury,sweden,norway,2
499,rotterdam-2021,2021,Points given by the jury,sweden,belgium,1
500,rotterdam-2021,2021,Points given by televoters,san-marino,italy,12
501,rotterdam-2021,2021,Points given by televoters,san-marino,france,10
502,rotterdam-2021,2021,Points given by televoters,san-marino,cyprus,8
503,rotterdam-2021,2021,Points given by televoters,san-marino,greece,7
504,rotterdam-2021,2021,Points given by televoters,san-marino,moldova,6
505,rotterdam-2021,2021,Points given by televoters,san-marino,ukraine,5
506,rotterdam-2021,2021,Points given by televoters,san-marino,finland,4
507,rotterdam-2021,2021,Points given by televoters,san-marino,switzerland,3
508,rotterdam-2021,2021,Points given by televoters,san-marino,bulgaria,2
509,rotterdam-2021,2021,Points given by televoters,san-marino,russia,1
510,rotterdam-2021,2021,Points given by the jury,san-marino,france,12
511,rotterdam-2021,2021,Points given by the jury,san-marino,italy,10
512,rotterdam-2021,2021,Points given by the jury,san-marino,greece,8
513,rotterdam-2021,2021,Points given by the jury,san-marino,malta,7
514,rotterdam-2021,2021,Points given by the jury,san-marino,lithuania,6
515,rotterdam-2021,2021,Points given by the jury,san-marino,moldova,5
516,rotterdam-2021,2021,Points given by the jury,san-marino,switzerland,4
517,rotterdam-2021,2021,Points given by the jury,san-marino,bulgaria,3
518,rotterdam-2021,2021,Points given by the jury,san-marino,albania,2
519,rotterdam-2021,2021,Points given by the jury,san-marino,finland,1
520,tel-aviv-2019,2019,Points given by televoters,malta,italy,12
521,tel-aviv-2019,2019,Points given by televoters,malta,the netherlands,10
522,tel-aviv-2019,2019,Points given by televoters,malta,switzerland,8
523,tel-aviv-2019,2019,Points given by televoters,malta,norway,7
524,tel-aviv-2019,2019,Points given by televoters,malta,sweden,6
525,tel-aviv-2019,2019,Points given by televoters,malta,north macedonia,5
526,tel-aviv-2019,2019,Points given by televoters,malta,russia,4
527,tel-aviv-2019,2019,Points given by televoters,malta,australia,3
528,tel-aviv-2019,2019,Points given by televoters,malta,azerbaijan,2
529,tel-aviv-2019,2019,Points given by televoters,malta,iceland,1
530,tel-aviv-2019,2019,Points given by the jury,malta,italy,12
531,tel-aviv-2019,2019,Points given by the jury,malta,russia,10
532,tel-aviv-2019,2019,Points given by the jury,malta,azerbaijan,8
533,tel-aviv-2019,2019,Points given by the jury,malta,the netherlands,7
534,tel-aviv-2019,2019,Points given by the jury,malta,cyprus,6
535,tel-aviv-2019,2019,Points given by the jury,malta,sweden,5
536,tel-aviv-2019,2019,Points given by the jury,malta,greece,4
537,tel-aviv-2019,2019,Points given by the jury,malta,north macedonia,3
538,tel-aviv-2019,2019,Points given by the jury,malta,albania,2
539,tel-aviv-2019,2019,Points given by the jury,malta,san marino,1
540,tel-aviv-2019,2019,Points given by televoters,albania,russia,12
541,tel-aviv-2019,2019,Points given by televoters,albania,san marino,10
542,tel-aviv-2019,2019,Points given by televoters,albania,italy,8
543,tel-aviv-2019,2019,Points given by televoters,albania,the netherlands,7
544,tel-aviv-2019,2019,Points given by televoters,albania,north macedonia,6
545,tel-aviv-2019,2019,Points given by televoters,albania,norway,5
546,tel-aviv-2019,2019,Points given by televoters,albania,switzerland,4
547,tel-aviv-2019,2019,Points given by televoters,albania,azerbaijan,3
548,tel-aviv-2019,2019,Points given by televoters,albania,greece,2
549,tel-aviv-2019,2019,Points given by televoters,albania,australia,1
550,tel-aviv-2019,2019,Points given by the jury,albania,north macedonia,12
551,tel-aviv-2019,2019,Points given by the jury,albania,switzerland,10
552,tel-aviv-2019,2019,Points given by the jury,albania,azerbaijan,8
553,tel-aviv-2019,2019,Points given by the jury,albania,cyprus,7
554,tel-aviv-2019,2019,Points given by the jury,albania,sweden,6
555,tel-aviv-2019,2019,Points given by the jury,albania,italy,5
556,tel-aviv-2019,2019,Points given by the jury,albania,greece,4
557,tel-aviv-2019,2019,Points given by the jury,albania,france,3
558,tel-aviv-2019,2019,Points given by the jury,albania, australia,2
559,tel-aviv-2019,2019,Points given by the jury,albania,russia,1
560,tel-aviv-2019,2019,Points given by televoters,czech-republic,russia,12
561,tel-aviv-2019,2019,Points given by televoters,czech-republic,norway,10
562,tel-aviv-2019,2019,Points given by televoters,czech-republic,australia,8
563,tel-aviv-2019,2019,Points given by televoters,czech-republic,azerbaijan,7
564,tel-aviv-2019,2019,Points given by televoters,czech-republic,iceland,6
565,tel-aviv-2019,2019,Points given by televoters,czech-republic,switzerland,5
566,tel-aviv-2019,2019,Points given by televoters,czech-republic,the netherlands,4
567,tel-aviv-2019,2019,Points given by televoters,czech-republic,israel,3
568,tel-aviv-2019,2019,Points given by televoters,czech-republic,italy,2
569,tel-aviv-2019,2019,Points given by televoters,czech-republic,estonia,1
570,tel-aviv-2019,2019,Points given by the jury,czech-republic,sweden,12
571,tel-aviv-2019,2019,Points given by the jury,czech-republic,slovenia,10
572,tel-aviv-2019,2019,Points given by the jury,czech-republic,italy,8
573,tel-aviv-2019,2019,Points given by the jury,czech-republic,north macedonia,7
574,tel-aviv-2019,2019,Points given by the jury,czech-republic,the netherlands,6
575,tel-aviv-2019,2019,Points given by the jury,czech-republic,azerbaijan,5
576,tel-aviv-2019,2019,Points given by the jury,czech-republic,iceland,4
577,tel-aviv-2019,2019,Points given by the jury,czech-republic,malta,3
578,tel-aviv-2019,2019,Points given by the jury,czech-republic,france,2
579,tel-aviv-2019,2019,Points given by the jury,czech-republic,estonia,1
580,tel-aviv-2019,2019,Points given by televoters,germany,norway,12
581,tel-aviv-2019,2019,Points given by televoters,germany,switzerland,10
582,tel-aviv-2019,2019,Points given by televoters,germany,russia,8
583,tel-aviv-2019,2019,Points given by televoters,germany,the netherlands,7
584,tel-aviv-2019,2019,Points given by televoters,germany,italy,6
585,tel-aviv-2019,2019,Points given by televoters,germany,australia,5
586,tel-aviv-2019,2019,Points given by televoters,germany,denmark,4
587,tel-aviv-2019,2019,Points given by televoters,germany,slovenia,3
588,tel-aviv-2019,2019,Points given by televoters,germany,iceland,2
589,tel-aviv-2019,2019,Points given by televoters,germany,sweden,1
590,tel-aviv-2019,2019,Points given by the jury,germany,italy,12
591,tel-aviv-2019,2019,Points given by the jury,germany,australia,10
592,tel-aviv-2019,2019,Points given by the jury,germany,the netherlands,8
593,tel-aviv-2019,2019,Points given by the jury,germany,north macedonia,7
594,tel-aviv-2019,2019,Points given by the jury,germany,switzerland,6
595,tel-aviv-2019,2019,Points given by the jury,germany,norway,5
596,tel-aviv-2019,2019,Points given by the jury,germany,france,4
597,tel-aviv-2019,2019,Points given by the jury,germany,malta,3
598,tel-aviv-2019,2019,Points given by the jury,germany,sweden,2
599,tel-aviv-2019,2019,Points given by the jury,germany,denmark,1
600,tel-aviv-2019,2019,Points given by televoters,russia,azerbaijan,12
601,tel-aviv-2019,2019,Points given by televoters,russia,norway,10
602,tel-aviv-2019,2019,Points given by televoters,russia,belarus,8
603,tel-aviv-2019,2019,Points given by televoters,russia,iceland,7
604,tel-aviv-2019,2019,Points given by televoters,russia,slovenia,6
605,tel-aviv-2019,2019,Points given by televoters,russia,the netherlands,5
606,tel-aviv-2019,2019,Points given by televoters,russia,australia,4
607,tel-aviv-2019,2019,Points given by televoters,russia,serbia,3
608,tel-aviv-2019,2019,Points given by televoters,russia,switzerland,2
609,tel-aviv-2019,2019,Points given by televoters,russia,italy,1
610,tel-aviv-2019,2019,Points given by the jury,russia,azerbaijan,12
611,tel-aviv-2019,2019,Points given by the jury,russia,greece,10
612,tel-aviv-2019,2019,Points given by the jury,russia,cyprus,8
613,tel-aviv-2019,2019,Points given by the jury,russia,belarus,7
614,tel-aviv-2019,2019,Points given by the jury,russia,malta,6
615,tel-aviv-2019,2019,Points given by the jury,russia,san marino,5
616,tel-aviv-2019,2019,Points given by the jury,russia,north macedonia,4
617,tel-aviv-2019,2019,Points given by the jury,russia,albania,3
618,tel-aviv-2019,2019,Points given by the jury,russia,iceland,2
619,tel-aviv-2019,2019,Points given by the jury,russia,spain,1
620,tel-aviv-2019,2019,Points given by televoters,denmark,norway,12
621,tel-aviv-2019,2019,Points given by televoters,denmark,sweden,10
622,tel-aviv-2019,2019,Points given by televoters,denmark,estonia,8
623,tel-aviv-2019,2019,Points given by televoters,denmark,the netherlands,7
624,tel-aviv-2019,2019,Points given by televoters,denmark,switzerland,6
625,tel-aviv-2019,2019,Points given by televoters,denmark,azerbaijan,5
626,tel-aviv-2019,2019,Points given by televoters,denmark,iceland,4
627,tel-aviv-2019,2019,Points given by televoters,denmark,italy,3
628,tel-aviv-2019,2019,Points given by televoters,denmark,australia,2
629,tel-aviv-2019,2019,Points given by televoters,denmark,spain,1
630,tel-aviv-2019,2019,Points given by the jury,denmark,sweden,12
631,tel-aviv-2019,2019,Points given by the jury,denmark,north macedonia,10
632,tel-aviv-2019,2019,Points given by the jury,denmark,germany,8
633,tel-aviv-2019,2019,Points given by the jury,denmark,the netherlands,7
634,tel-aviv-2019,2019,Points given by the jury,denmark,switzerland,6
635,tel-aviv-2019,2019,Points given by the jury,denmark,norway,5
636,tel-aviv-2019,2019,Points given by the jury,denmark,azerbaijan,4
637,tel-aviv-2019,2019,Points given by the jury,denmark,russia,3
638,tel-aviv-2019,2019,Points given by the jury,denmark,estonia,2
639,tel-aviv-2019,2019,Points given by the jury,denmark,italy,1
640,tel-aviv-2019,2019,Points given by televoters,san-marino,russia,12
641,tel-aviv-2019,2019,Points given by televoters,san-marino,greece,10
642,tel-aviv-2019,2019,Points given by televoters,san-marino,italy,8
643,tel-aviv-2019,2019,Points given by televoters,san-marino,cyprus,7
644,tel-aviv-2019,2019,Points given by televoters,san-marino,the netherlands,6
645,tel-aviv-2019,2019,Points given by televoters,san-marino,switzerland,5
646,tel-aviv-2019,2019,Points given by televoters,san-marino,azerbaijan,4
647,tel-aviv-2019,2019,Points given by televoters,san-marino,norway,3
648,tel-aviv-2019,2019,Points given by televoters,san-marino,iceland,2
649,tel-aviv-2019,2019,Points given by televoters,san-marino,israel,1
650,tel-aviv-2019,2019,Points given by the jury,san-marino,italy,12
651,tel-aviv-2019,2019,Points given by the jury,san-marino,russia,10
652,tel-aviv-2019,2019,Points given by the jury,san-marino,greece,8
653,tel-aviv-2019,2019,Points given by the jury,san-marino,albania,7
